"airline","flight","source_city","departure_time","stops","arrival_time","destination_city","class","duration","days_left","price"
"Vistara","UK-927","Delhi","Morning","zero","Morning","Mumbai","Business",2.08,32,28872
"Vistara","UK-996","Mumbai","Evening","one","Morning","Bangalore","Business",16.33,29,69168
"Vistara","UK-878","Hyderabad","Afternoon","one","Evening","Bangalore","Economy",4.83,19,5441
"Air_India","AI-507","Bangalore","Early_Morning","one","Afternoon","Delhi","Business",7.33,19,35554
"Air_India","AI-440","Chennai","Early_Morning","one","Evening","Mumbai","Business",11.83,21,49553
"Air_India","AI-440","Chennai","Early_Morning","one","Night","Mumbai","Business",15.42,44,49553
"Vistara","UK-852","Bangalore","Morning","one","Evening","Delhi","Business",10.25,32,50361
"Indigo","6E-261","Kolkata","Afternoon","one","Evening","Delhi","Economy",6.42,28,6134
"Vistara","UK-813","Delhi","Evening","one","Night","Mumbai","Business",5.83,42,53164
"Vistara","UK-928","Mumbai","Early_Morning","one","Night","Chennai","Economy",13.25,3,16548
"Vistara","UK-772","Kolkata","Morning","one","Evening","Bangalore","Economy",7.33,10,11139
"Vistara","UK-841","Mumbai","Morning","one","Evening","Delhi","Business",5.67,26,47429
"Vistara","UK-854","Bangalore","Evening","one","Morning","Chennai","Business",14.42,31,44280
"Air_India","AI-660","Mumbai","Evening","zero","Night","Delhi","Business",2.42,4,22140
"Vistara","UK-890","Hyderabad","Evening","zero","Evening","Delhi","Economy",2.25,9,8233
"Air_India","AI-732","Kolkata","Afternoon","one","Morning","Delhi","Business",20.17,22,53743
"Air_India","AI-804","Bangalore","Early_Morning","one","Afternoon","Mumbai","Economy",6.67,35,6578
"Vistara","UK-808","Bangalore","Early_Morning","one","Night","Kolkata","Economy",14.75,7,11205
"Air_India","AI-765","Kolkata","Evening","one","Evening","Mumbai","Business",25,36,43711
"Air_India","AI-770","Kolkata","Night","one","Night","Chennai","Business",27.08,47,55983
"Air_India","AI-541","Hyderabad","Evening","one","Night","Mumbai","Business",5.92,21,45883
"Air_India","AI-747","Kolkata","Night","one","Night","Mumbai","Business",21.83,14,45776
"Vistara","UK-852","Bangalore","Morning","one","Evening","Kolkata","Business",10.42,32,51817
"Air_India","AI-610","Bangalore","Evening","one","Early_Morning","Chennai","Economy",12.08,48,3720
"Indigo","6E-998","Chennai","Evening","one","Night","Delhi","Economy",6.08,47,3361
"Vistara","UK-858","Bangalore","Early_Morning","one","Night","Delhi","Business",15.25,15,57081
"Vistara","UK-993","Delhi","Afternoon","one","Early_Morning","Hyderabad","Business",19,13,51697
"Indigo","6E-269","Chennai","Morning","one","Evening","Delhi","Economy",6.25,34,3361
"Vistara","UK-836","Chennai","Morning","one","Evening","Mumbai","Business",5.75,30,49553
"Vistara","UK-951","Delhi","Afternoon","zero","Evening","Mumbai","Economy",2.17,47,2700
"Vistara","UK-830","Hyderabad","Morning","one","Night","Mumbai","Economy",9.75,27,5375
"Vistara","UK-951","Delhi","Afternoon","one","Early_Morning","Hyderabad","Business",17.5,48,39377
"Vistara","UK-778","Kolkata","Afternoon","one","Night","Mumbai","Economy",7.5,2,18984
"Air_India","AI-765","Kolkata","Evening","one","Morning","Mumbai","Business",14.83,18,43711
"Air_India","AI-732","Kolkata","Afternoon","one","Morning","Hyderabad","Economy",20,49,7176
"Air_India","AI-806","Mumbai","Early_Morning","one","Evening","Kolkata","Economy",11.17,31,4977
"Vistara","UK-930","Mumbai","Early_Morning","one","Evening","Chennai","Economy",8.83,29,5033
"Air_India","AI-430","Chennai","Morning","one","Late_Night","Bangalore","Economy",14.25,23,7568
"Vistara","UK-659","Hyderabad","Morning","two_or_more","Night","Chennai","Economy",11.75,48,7677
"Indigo","6E-7329","Chennai","Early_Morning","one","Afternoon","Mumbai","Economy",8.67,48,3756
"GO_FIRST","G8-537","Kolkata","Evening","one","Late_Night","Mumbai","Economy",9.58,32,6268
"Vistara","UK-824","Chennai","Night","one","Afternoon","Delhi","Business",16.17,19,57920
"Indigo","6E-6217","Chennai","Night","one","Early_Morning","Kolkata","Economy",7.33,43,4079
"Air_India","AI-542","Hyderabad","Afternoon","one","Afternoon","Mumbai","Business",23.67,33,29954
"Vistara","UK-985","Delhi","Evening","one","Afternoon","Hyderabad","Business",16.42,5,75441
"Vistara","UK-852","Bangalore","Morning","one","Evening","Kolkata","Economy",10.42,4,16362
"Vistara","UK-945","Delhi","Morning","one","Evening","Kolkata","Business",8.25,12,59929
"Vistara","UK-955","Delhi","Evening","one","Morning","Kolkata","Business",15.92,33,67769
"Vistara","UK-866","Bangalore","Night","one","Morning","Chennai","Business",11.17,45,49992
"Air_India","AI-669","Mumbai","Morning","one","Afternoon","Kolkata","Economy",4,47,4457
"AirAsia","I5-1229","Chennai","Evening","one","Night","Kolkata","Economy",5,36,2361
"Indigo","6E-5307","Mumbai","Morning","zero","Afternoon","Chennai","Economy",2,32,3000
"Vistara","UK-772","Kolkata","Morning","one","Evening","Delhi","Economy",7.67,20,6723
"Vistara","UK-878","Hyderabad","Afternoon","one","Late_Night","Delhi","Economy",11.25,44,5656
"GO_FIRST","G8-302","Chennai","Early_Morning","one","Morning","Delhi","Economy",5.17,41,5236
"Vistara","UK-832","Chennai","Early_Morning","one","Evening","Bangalore","Business",10.08,40,60260
"Air_India","AI-560","Delhi","Morning","one","Morning","Kolkata","Business",23.92,28,43376
"Indigo","6E-5002","Chennai","Morning","one","Night","Kolkata","Economy",9.75,13,5499
"Vistara","UK-830","Hyderabad","Morning","one","Night","Chennai","Business",12.42,12,51707
"Vistara","UK-846","Bangalore","Morning","zero","Morning","Mumbai","Business",1.75,15,20760
"Vistara","UK-772","Kolkata","Morning","one","Night","Bangalore","Business",10.5,37,52287
"SpiceJet","SG-387","Kolkata","Night","one","Morning","Bangalore","Economy",12,2,6488
"Vistara","UK-818","Bangalore","Evening","one","Morning","Kolkata","Economy",12.92,37,8112
"GO_FIRST","G8-7541","Delhi","Early_Morning","one","Afternoon","Hyderabad","Economy",5.33,25,5954
"Air_India","AI-505","Bangalore","Morning","one","Evening","Chennai","Economy",8.58,14,16309
"Indigo","6E-294","Kolkata","Evening","zero","Night","Chennai","Economy",2.42,42,2966
"Vistara","UK-897","Bangalore","Early_Morning","one","Night","Delhi","Economy",14.92,12,9904
"GO_FIRST","G8-227","Kolkata","Early_Morning","one","Evening","Mumbai","Economy",11.58,18,5888
"Vistara","UK-814","Bangalore","Night","one","Evening","Hyderabad","Business",22.75,42,56588
"Vistara","UK-955","Delhi","Evening","zero","Night","Mumbai","Economy",2.33,49,3100
"Vistara","UK-776","Kolkata","Evening","one","Late_Night","Delhi","Economy",7.33,7,15414
"Air_India","AI-538","Chennai","Night","one","Morning","Mumbai","Economy",13.83,23,5617
"Indigo","6E-2349","Hyderabad","Night","zero","Late_Night","Delhi","Economy",2.25,13,6343
"GO_FIRST","G8-512","Kolkata","Early_Morning","one","Afternoon","Delhi","Economy",9.58,44,6324
"AirAsia","I5-798","Delhi","Afternoon","one","Evening","Hyderabad","Economy",6.58,43,2050
"Air_India","AI-9893","Hyderabad","Early_Morning","one","Night","Mumbai","Economy",14.75,32,5815
"Vistara","UK-996","Mumbai","Evening","one","Evening","Hyderabad","Economy",25.33,44,4779
"AirAsia","I5-783","Delhi","Early_Morning","two_or_more","Afternoon","Hyderabad","Economy",8.42,18,2977
"Vistara","UK-706","Kolkata","Morning","one","Morning","Mumbai","Business",25.25,43,59254
"Vistara","UK-852","Bangalore","Morning","one","Afternoon","Hyderabad","Business",26.75,47,37985
"Vistara","UK-940","Mumbai","Evening","one","Morning","Bangalore","Business",15.08,49,69168
"Indigo","6E-725","Kolkata","Evening","one","Early_Morning","Mumbai","Economy",9.92,28,6630
"Vistara","UK-820","Bangalore","Evening","zero","Night","Delhi","Business",2.67,5,59573
"Vistara","UK-846","Bangalore","Morning","one","Evening","Delhi","Economy",11.25,37,4796
"Vistara","UK-778","Kolkata","Afternoon","one","Afternoon","Hyderabad","Economy",21.25,43,5632
"Air_India","AI-441","Delhi","Evening","one","Night","Hyderabad","Business",27.75,33,39321
"Air_India","AI-671","Mumbai","Morning","one","Morning","Hyderabad","Economy",24.92,15,11508
"Air_India","AI-502","Delhi","Afternoon","one","Morning","Mumbai","Business",19.08,3,54284
"Indigo","6E-152","Delhi","Morning","one","Evening","Bangalore","Economy",6.42,28,5702
"Indigo","6E-7071","Bangalore","Morning","one","Evening","Hyderabad","Economy",8.42,40,1694
"Air_India","AI-537","Delhi","Evening","zero","Evening","Chennai","Economy",2.75,29,2343
"Vistara","UK-850","Bangalore","Evening","one","Morning","Chennai","Business",15.92,36,44280
"Vistara","UK-673","Delhi","Afternoon","one","Evening","Mumbai","Economy",5,23,4968
"Vistara","UK-996","Mumbai","Evening","zero","Night","Delhi","Economy",2.17,5,5943
"Air_India","AI-569","Chennai","Early_Morning","one","Evening","Delhi","Economy",13,37,3916
"Vistara","UK-941","Delhi","Evening","one","Afternoon","Hyderabad","Economy",19.5,21,6172
"Air_India","AI-9745","Kolkata","Morning","one","Night","Hyderabad","Economy",36,46,6055
"Vistara","UK-774","Kolkata","Night","one","Morning","Chennai","Business",12.25,5,55502
"Air_India","AI-538","Chennai","Night","one","Afternoon","Bangalore","Business",15.92,4,60260
"Vistara","UK-876","Hyderabad","Night","zero","Night","Mumbai","Business",1.42,7,17794
"Vistara","UK-941","Delhi","Evening","one","Night","Bangalore","Business",6.08,7,50297
"Indigo","6E-528","Bangalore","Evening","one","Night","Delhi","Economy",5.42,7,10586
"Vistara","UK-860","Hyderabad","Early_Morning","one","Evening","Bangalore","Business",12,4,56702
"Vistara","UK-874","Hyderabad","Morning","one","Evening","Kolkata","Business",9.58,48,67141
"Air_India","AI-864","Mumbai","Early_Morning","one","Morning","Kolkata","Economy",25.08,19,6840
"Air_India","AI-538","Chennai","Night","zero","Night","Delhi","Economy",2.83,44,2271
"Air_India","AI-864","Mumbai","Early_Morning","one","Night","Kolkata","Business",15.33,11,49725
"Air_India","AI-402","Kolkata","Morning","one","Night","Mumbai","Business",10.83,28,50271
"Indigo","6E-6113","Chennai","Afternoon","one","Evening","Mumbai","Economy",5.33,19,3458
"SpiceJet","SG-8157","Delhi","Early_Morning","one","Early_Morning","Chennai","Economy",25.67,27,4149
"Vistara","UK-738","Kolkata","Evening","one","Night","Mumbai","Business",26.83,44,59254
"Vistara","UK-860","Hyderabad","Early_Morning","one","Evening","Mumbai","Economy",12.25,26,5060
"Indigo","6E-822","Kolkata","Morning","one","Evening","Hyderabad","Economy",6.25,4,11844
"Vistara","UK-852","Bangalore","Morning","one","Evening","Chennai","Economy",10.42,49,4672
"Vistara","UK-953","Delhi","Night","one","Early_Morning","Bangalore","Business",11.17,34,42457
"Vistara","UK-960","Mumbai","Morning","one","Night","Chennai","Business",8.33,5,61933
"GO_FIRST","G8-519","Kolkata","Evening","one","Early_Morning","Chennai","Economy",14.17,18,8119
"GO_FIRST","G8-116","Bangalore","Early_Morning","one","Night","Kolkata","Economy",14.42,9,12920
"GO_FIRST","G8-385","Bangalore","Early_Morning","one","Evening","Kolkata","Economy",11.75,12,12075
"GO_FIRST","G8-383","Mumbai","Afternoon","one","Night","Kolkata","Economy",7.67,48,5184
"Vistara","UK-943","Delhi","Early_Morning","zero","Morning","Mumbai","Business",2.25,36,36712
"AirAsia","I5-821","Chennai","Night","one","Morning","Hyderabad","Economy",10.17,33,1550
"Vistara","UK-816","Bangalore","Morning","one","Evening","Kolkata","Business",8.08,45,62188
"Air_India","AI-543","Hyderabad","Morning","one","Night","Mumbai","Economy",10.83,19,4783
"GO_FIRST","G8-393","Kolkata","Night","one","Afternoon","Bangalore","Economy",15,13,6488
"Air_India","AI-681","Mumbai","Evening","one","Evening","Bangalore","Economy",24.75,38,3951
"Air_India","AI-698","Hyderabad","Night","one","Afternoon","Kolkata","Business",13.92,41,48795
"Vistara","UK-637","Delhi","Evening","one","Evening","Hyderabad","Economy",24.33,33,5097
"Air_India","AI-543","Hyderabad","Morning","one","Night","Mumbai","Economy",9.92,26,4783
"AirAsia","I5-1229","Chennai","Evening","one","Late_Night","Delhi","Economy",9.25,24,2477
"Vistara","UK-975","Delhi","Early_Morning","one","Night","Hyderabad","Economy",15.17,12,9840
"SpiceJet","SG-3719","Bangalore","Early_Morning","one","Evening","Delhi","Economy",12,48,6423
"Vistara","UK-826","Chennai","Afternoon","one","Evening","Delhi","Economy",28,36,7338
"Vistara","UK-826","Chennai","Afternoon","one","Night","Delhi","Business",8.17,35,60160
"Air_India","AI-636","Delhi","Afternoon","one","Night","Kolkata","Business",8.17,47,53209
"Vistara","UK-910","Mumbai","Evening","one","Night","Bangalore","Economy",5.75,29,7135
"Indigo","6E-2047","Mumbai","Early_Morning","zero","Morning","Delhi","Economy",2.25,26,2339
"Vistara","UK-846","Bangalore","Morning","one","Afternoon","Delhi","Business",6,16,50473
"AirAsia","I5-942","Mumbai","Afternoon","two_or_more","Late_Night","Kolkata","Economy",12.5,13,7411
"Air_India","AI-538","Chennai","Night","one","Evening","Mumbai","Economy",21.67,6,9719
"AirAsia","I5-1569","Mumbai","Night","one","Morning","Kolkata","Economy",11.67,22,3622
"Vistara","UK-897","Bangalore","Early_Morning","two_or_more","Morning","Kolkata","Economy",24.67,27,7106
"Air_India","AI-559","Hyderabad","Early_Morning","one","Night","Mumbai","Economy",14.75,5,7774
"Vistara","UK-858","Bangalore","Early_Morning","zero","Morning","Mumbai","Business",1.58,7,20760
"Air_India","AI-764","Delhi","Evening","zero","Evening","Kolkata","Economy",2.25,9,5955
"Air_India","AI-809","Mumbai","Morning","one","Late_Night","Bangalore","Business",14.17,44,54608
"Indigo","6E-5337","Mumbai","Afternoon","one","Evening","Bangalore","Economy",4.67,49,2124
"Vistara","UK-834","Chennai","Evening","one","Afternoon","Hyderabad","Business",19.42,2,82784
"Vistara","UK-941","Delhi","Evening","one","Evening","Kolkata","Economy",27.17,12,13095
"Indigo","6E-713","Kolkata","Early_Morning","one","Afternoon","Hyderabad","Economy",6.17,47,4367
"Indigo","6E-563","Kolkata","Morning","one","Afternoon","Bangalore","Economy",7.58,31,3860
"Vistara","UK-810","Bangalore","Early_Morning","one","Evening","Hyderabad","Economy",12.92,32,6262
"Air_India","AI-687","Mumbai","Afternoon","one","Afternoon","Kolkata","Economy",20.5,26,4556
"GO_FIRST","G8-532","Kolkata","Morning","one","Evening","Delhi","Economy",8.92,15,6488
"Air_India","AI-804","Bangalore","Early_Morning","one","Evening","Hyderabad","Business",13.17,28,56476
"Air_India","AI-805","Delhi","Evening","zero","Night","Mumbai","Economy",2.17,11,5955
"Air_India","AI-763","Kolkata","Early_Morning","one","Evening","Mumbai","Economy",13,34,5523
"Vistara","UK-857","Mumbai","Night","one","Night","Hyderabad","Economy",23.92,34,3334
"Air_India","AI-803","Delhi","Early_Morning","one","Evening","Hyderabad","Economy",12.83,16,8732
"Vistara","UK-659","Hyderabad","Morning","two_or_more","Night","Chennai","Economy",9.25,29,9265
"Vistara","UK-866","Bangalore","Night","one","Evening","Chennai","Economy",22.25,14,9241
"Vistara","UK-975","Delhi","Early_Morning","one","Evening","Chennai","Business",14.17,34,65944
"Vistara","UK-720","Kolkata","Early_Morning","one","Night","Mumbai","Business",14.08,10,64831
"GO_FIRST","G8-7549","Delhi","Afternoon","one","Night","Bangalore","Economy",4.75,39,3568
"Indigo","6E-6278","Delhi","Morning","zero","Morning","Mumbai","Economy",2.33,6,5955
"Vistara","UK-852","Bangalore","Morning","one","Night","Delhi","Business",13.5,18,54841
"Vistara","UK-858","Bangalore","Early_Morning","one","Evening","Delhi","Business",10.08,4,63499
"Indigo","6E-2373","Delhi","Afternoon","one","Evening","Bangalore","Economy",5.17,35,6613
"Vistara","UK-930","Mumbai","Early_Morning","one","Night","Chennai","Economy",15.25,10,12468
"Indigo","6E-102","Hyderabad","Evening","zero","Evening","Chennai","Economy",1.25,44,1788
"Vistara","UK-708","Kolkata","Night","one","Morning","Mumbai","Business",14.75,35,64831
"Vistara","UK-878","Hyderabad","Afternoon","one","Night","Delhi","Economy",9,13,10018
"Vistara","UK-853","Mumbai","Afternoon","zero","Evening","Bangalore","Business",1.75,41,20684
"AirAsia","I5-821","Chennai","Night","zero","Night","Bangalore","Economy",1.17,15,3363
"Vistara","UK-828","Chennai","Early_Morning","one","Afternoon","Delhi","Business",7.5,20,45600
"Vistara","UK-708","Kolkata","Night","one","Evening","Bangalore","Business",22.42,26,60978
"AirAsia","I5-829","Delhi","Night","one","Morning","Chennai","Economy",11.58,26,3918
"Vistara","UK-816","Bangalore","Morning","one","Evening","Mumbai","Economy",7.58,5,11205
"Vistara","UK-878","Hyderabad","Afternoon","one","Night","Chennai","Economy",9.83,18,7900
"GO_FIRST","G8-626","Kolkata","Afternoon","one","Night","Bangalore","Economy",8.67,43,3926
"Air_India","AI-502","Delhi","Afternoon","zero","Evening","Bangalore","Economy",2.75,1,7425
"Air_India","AI-610","Bangalore","Evening","zero","Night","Mumbai","Economy",1.92,18,2208
"Air_India","AI-503","Bangalore","Evening","one","Night","Mumbai","Economy",27.42,21,6158
"Vistara","UK-940","Mumbai","Evening","one","Night","Chennai","Business",24.5,17,64173
"Vistara","UK-945","Delhi","Morning","one","Early_Morning","Hyderabad","Business",20.17,39,46097
"GO_FIRST","G8-227","Kolkata","Early_Morning","one","Afternoon","Mumbai","Economy",6.83,10,7958
"AirAsia","I5-319","Kolkata","Afternoon","two_or_more","Night","Bangalore","Economy",10,37,3862
"AirAsia","I5-974","Hyderabad","Night","one","Morning","Chennai","Economy",10.25,46,1776
"Indigo","6E-5312","Mumbai","Morning","one","Evening","Bangalore","Economy",7.75,21,4056
"Air_India","AI-868","Delhi","Evening","one","Morning","Kolkata","Economy",14.83,13,13410
"AirAsia","I5-747","Delhi","Evening","one","Morning","Chennai","Economy",13.5,41,1998
"Air_India","AI-762","Delhi","Night","one","Night","Bangalore","Business",24.58,36,52522
"Vistara","UK-774","Kolkata","Night","one","Morning","Chennai","Business",12.25,35,55502
"Vistara","UK-832","Chennai","Early_Morning","one","Evening","Hyderabad","Business",10.08,35,51457
"Indigo","6E-855","Bangalore","Night","zero","Night","Hyderabad","Economy",1.25,6,4548
"Vistara","UK-812","Bangalore","Morning","one","Evening","Kolkata","Business",9.83,41,62188
