자전거ID,대여일시,대여소번호,대여소명,이용시간,이용거리
SPB-54790,2022-06-01 17:45,439,마포어린이공원,21,1890
SPB-30788,2022-06-01 17:45,399,서울역 센트럴 자이아파트,10,1111.88
SPB-60183,2022-06-01 17:46,341,혜화역 3번출구 뒤,102,5420
SPB-59171,2022-06-01 17:46,341,혜화역 3번출구 뒤,104,5602.74
SPB-42377,2022-06-01 17:46,359,원남동사거리,6,1761.33
SPB-53290,2022-06-01 17:46,807,서울역 12번 출구 앞,6,692.61
SPB-41160,2022-06-01 17:46,807,서울역 12번 출구 앞,6,722.37
SPB-57448,2022-06-01 17:46,399,서울역 센트럴 자이아파트,9,980
SPB-35055,2022-06-01 17:46,476,광희문,8,406.31
SPB-49523,2022-06-01 17:47,374,청구역 2번출구 앞,122,750
SPB-56866,2022-06-01 17:47,358,성대입구 사거리,21,3030
SPB-47024,2022-06-01 17:48,320,을지로입구역 4번출구 앞,11,1510
SPB-61380,2022-06-01 17:48,389,을지로4가역 1번출구,12,1430
SPB-55215,2022-06-01 17:48,389,을지로4가역 1번출구,13,1408.85
SPB-30602,2022-06-01 17:48,427,성산시영아파트,7,1428.02
SPB-32811,2022-06-01 17:48,458,광화문역 5번출구,20,4042.17
SPB-53701,2022-06-01 17:48,339,종로4가 사거리,17,1497.4
SPB-44699,2022-06-01 17:48,409,누리꿈스퀘어 옆,5,668.39
SPB-48773,2022-06-01 17:48,155,가좌역1 번출구 앞,43,3170
SPB-31959,2022-06-01 17:49,589,성수역3번출구,43,5926.15
SPB-48985,2022-06-01 17:49,374,청구역 2번출구 앞,6,710
SPB-32885,2022-06-01 17:49,858,녹사평역3번 출구,41,3627.91
SPB-47757,2022-06-01 17:49,493,홍대입구역 6번출구,109,7390
SPB-41888,2022-06-01 17:49,401,상암월드컵파크 10단지 앞,11,1735.68
SPB-31217,2022-06-01 17:49,411,DMC홍보관,24,2304.31
SPB-55102,2022-06-01 17:49,414,상암동주민센터 옆,46,5340
SPB-59694,2022-06-01 17:49,414,상암동주민센터 옆,46,5270
SPB-30229,2022-06-01 17:49,201,진미파라곤 앞,25,3856.88
SPB-53554,2022-06-01 17:49,362,청계8가 사거리,27,2560
SPB-81901,2022-06-01 17:50,343,예일빌딩(율곡로) 앞,4,780
SPB-51727,2022-06-01 17:50,409,누리꿈스퀘어 옆,2,0
SPB-83063,2022-06-01 17:51,361,동묘앞역 1번출구 뒤,2,790
SPB-31294,2022-06-01 17:51,417,DMC역 2번출구 옆,21,2470.09
SPB-32319,2022-06-01 17:51,106,합정역 7번출구 앞,110,6314.22
SPB-52220,2022-06-01 17:51,344,성균관대 E하우스 앞,3,485.59
SPB-56092,2022-06-01 17:52,415,DMC역 9번출구 앞,1,340
SPB-56997,2022-06-01 17:52,449,일성아파트,32,10890
SPB-55225,2022-06-01 17:52,119,서강나루 공원,12,1560
SPB-61216,2022-06-01 17:52,119,서강나루 공원,12,1446.74
SPB-52133,2022-06-01 17:52,322,명동성당 앞,8,1320
SPB-45162,2022-06-01 17:52,913,이마트 버스정류장(서부경찰서 방면),103,15080
SPB-31083,2022-06-01 17:53,345,서울보증보험본사 앞,7,1427.78
SPB-35854,2022-06-01 17:53,411,DMC홍보관,3,440.62
SPB-40648,2022-06-01 17:53,437,대흥역 1번출구,12,1856.18
SPB-62809,2022-06-01 17:53,437,대흥역 1번출구,12,1890
SPB-31877,2022-06-01 17:53,488,푸르메병원,6,792.32
SPB-36829,2022-06-01 17:53,488,푸르메병원,6,758.71
SPB-84634,2022-06-01 17:54,605,신설동역8번출구,13,790
SPB-54143,2022-06-01 17:54,199,서울 월드컵 경기장,21,3490
SPB-33476,2022-06-01 17:54,408,LG CNS앞,7,801.21
SPB-31884,2022-06-01 17:54,400,상암한화오벨리스크 1차 앞,23,3872.24
SPB-62371,2022-06-01 17:54,420,서울시 공공자전거 상암센터,91,3510
SPB-35224,2022-06-01 17:54,418,월드컵경기장역 3번출구 옆,11,1043.01
SPB-35769,2022-06-01 17:54,674,고대앞사거리 교통섬,15,830.43
SPB-30346,2022-06-01 17:54,488,푸르메병원,5,702.73
SPB-46138,2022-06-01 17:54,488,푸르메병원,6,690
SPB-55926,2022-06-01 17:55,302,경복궁역 4번출구 뒤,58,1211.43
SPB-56194,2022-06-01 17:55,612,시립동부병원 앞 사거리,26,5060.59
SPB-50116,2022-06-01 17:55,370,시청역(2호선) 9번출구 뒤,8,1684.63
SPB-48906,2022-06-01 17:55,393,동대문역 8번 출구,9,1210
SPB-33241,2022-06-01 17:55,345,서울보증보험본사 앞,6,1019.7
SPB-51100,2022-06-01 17:55,490,가온문화공원,6,1090
SPB-33820,2022-06-01 17:55,113,홍대입구역 2번출구 앞,122,1510.51
SPB-33771,2022-06-01 17:55,113,홍대입구역 2번출구 앞,122,1924.47
SPB-59402,2022-06-01 17:56,464,삼청동 골목,9,1500
SPB-54383,2022-06-01 17:56,369,광화문 시민열린마당,12,1850
SPB-52220,2022-06-01 17:56,452,동대문 종합시장 버스정류장,10,1007.71
SPB-35611,2022-06-01 17:56,363,신설동역 11번출구 뒤,28,3928.81
SPB-59974,2022-06-01 17:56,348,독립문역 사거리,3,660
SPB-56092,2022-06-01 17:56,414,상암동주민센터 옆,8,1230
SPB-38661,2022-06-01 17:56,420,서울시 공공자전거 상암센터,88,3503.72
SPB-57156,2022-06-01 17:56,420,서울시 공공자전거 상암센터,108,7290
SPB-47705,2022-06-01 17:56,183,하늘채코오롱아파트 건너편,63,3010
SPB-59427,2022-06-01 17:57,464,삼청동 골목,9,2160
SPB-58241,2022-06-01 17:57,316,종각역 1번출구 앞,9,640
SPB-34642,2022-06-01 17:57,417,DMC역 2번출구 옆,62,5706.65
SPB-60995,2022-06-01 17:57,488,푸르메병원,19,1920
SPB-61560,2022-06-01 17:57,418,월드컵경기장역 3번출구 옆,4,160
SPB-58105,2022-06-01 17:57,420,서울시 공공자전거 상암센터,107,7560
SPB-33306,2022-06-01 17:58,316,종각역 1번출구 앞,14,111.2
SPB-53172,2022-06-01 17:58,358,성대입구 사거리,8,1394.34
SPB-53826,2022-06-01 17:58,363,신설동역 11번출구 뒤,38,5270
SPB-33562,2022-06-01 17:58,907,CJ 드림시티,17,3702.14
SPB-54402,2022-06-01 17:58,112,극동방송국 앞,10,1850
SPB-57714,2022-06-01 17:58,144,공덕역 8번출구,7,1190
SPB-59113,2022-06-01 17:58,439,마포어린이공원,52,15120
SPB-53899,2022-06-01 17:58,102,망원역 1번출구 앞,10,1594.49
SPB-55129,2022-06-01 17:58,102,망원역 1번출구 앞,10,1553.1
SPB-32809,2022-06-01 17:59,464,삼청동 골목,10,651.7
SPB-83063,2022-06-01 17:59,364,창신역 1번출구 앞,5,790
SPB-59155,2022-06-01 17:59,393,동대문역 8번 출구,35,4250
SPB-30602,2022-06-01 17:59,414,상암동주민센터 옆,16,1956.33
SPB-52125,2022-06-01 17:59,589,성수역3번출구,112,17728.59
SPB-82471,2022-06-01 17:59,573,구의문주차장 앞,12,1120
SPB-83203,2022-06-01 18:00,464,삼청동 골목,10,636.39
SPB-60413,2022-06-01 18:00,393,동대문역 8번 출구,34,4200
SPB-41491,2022-06-01 18:00,490,가온문화공원,4,513.75
SPB-40804,2022-06-01 18:00,405,DMC빌 앞,13,1931.7
SPB-43121,2022-06-01 18:00,481,신당역 10번 출구,5,693.79
SPB-56658,2022-06-01 18:01,491,월드컵파크 4단지,60,10080
SPB-56116,2022-06-01 18:01,424,롯데하이마트 (상암월드컵점),4,630
SPB-50911,2022-06-01 18:01,388,동성중학교 앞,82,3749.47
SPB-41300,2022-06-01 18:02,450,효자동 삼거리,33,1924.46
SPB-54436,2022-06-01 18:02,324,신세계백화점 본점 앞,7,1010
SPB-35804,2022-06-01 18:02,368,SK 서린빌딩 앞,52,1345.5
SPB-54573,2022-06-01 18:02,565,옥수역 3번출구,12,1676.98
SPB-33236,2022-06-01 18:02,469,회현역 1번출구,14,2124.24
SPB-32889,2022-06-01 18:02,199,서울 월드컵 경기장,128,10586.73
SPB-55763,2022-06-01 18:03,329,청계2가 사거리 옆,78,1530
SPB-57696,2022-06-01 18:03,337,창경궁 입구,109,2173.26
SPB-55560,2022-06-01 18:03,368,SK 서린빌딩 앞,44,5915.08
SPB-46231,2022-06-01 18:03,755,목동1단지아파트 상가 앞,57,7730
SPB-51399,2022-06-01 18:03,176,명지대학교 도서관,22,3817.02
SPB-60720,2022-06-01 18:03,417,DMC역 2번출구 옆,90,4201.46
SPB-61300,2022-06-01 18:04,450,효자동 삼거리,10,2260
SPB-62220,2022-06-01 18:04,450,효자동 삼거리,11,1360
SPB-55533,2022-06-01 18:04,135,명물길 원형무대 앞,48,6162.84
SPB-33001,2022-06-01 18:04,361,동묘앞역 1번출구 뒤,145,15483.92
SPB-43808,2022-06-01 18:04,677,청량리역 4번 5번출구 사이,93,5498.53
SPB-50771,2022-06-01 18:05,309,광화문역 6번출구 옆,64,11493.32
SPB-59902,2022-06-01 18:05,135,명물길 원형무대 앞,47,5690
SPB-54967,2022-06-01 18:05,398,을지로3가역 3번출구,29,3310
SPB-31871,2022-06-01 18:05,398,을지로3가역 3번출구,30,3769.46
SPB-41507,2022-06-01 18:05,399,서울역 센트럴 자이아파트,15,2745.05
SPB-53762,2022-06-01 18:05,410,상암중학교 옆,7,1039.04
SPB-48557,2022-06-01 18:05,374,청구역 2번출구 앞,9,1330
SPB-52631,2022-06-01 18:05,113,홍대입구역 2번출구 앞,17,2230
SPB-81901,2022-06-01 18:05,393,동대문역 8번 출구,5,580
SPB-57884,2022-06-01 18:05,332,을지로2가 사거리 남측,20,1565.06
SPB-36125,2022-06-01 18:05,332,을지로2가 사거리 남측,19,1454.09
SPB-58292,2022-06-01 18:05,457,종로꽃시장 입구 옆,12,790.57
SPB-42733,2022-06-01 18:06,314,국립현대미술관,7,970
SPB-35930,2022-06-01 18:06,314,국립현대미술관,8,1140.33
SPB-61589,2022-06-01 18:06,429,송도병원,4,777.6
SPB-59974,2022-06-01 18:06,394,경희궁 자이 3단지,4,910
SPB-40059,2022-06-01 18:06,394,경희궁 자이 3단지,4,712.92
SPB-82075,2022-06-01 18:06,332,을지로2가 사거리 남측,13,1490
SPB-40203,2022-06-01 18:06,440,하늘공원 입구,11,1230.72
SPB-36945,2022-06-01 18:06,930,구 서부경찰서 건너편,49,8089.67
SPB-39967,2022-06-01 18:06,461,서울지방경찰청,35,463.72
SPB-59458,2022-06-01 18:06,465,삼청공원 앞,63,5550
SPB-38271,2022-06-01 18:06,332,을지로2가 사거리 남측,13,2238.8
SPB-52220,2022-06-01 18:07,344,성균관대 E하우스 앞,45,2934.24
SPB-31083,2022-06-01 18:07,358,성대입구 사거리,6,795.04
SPB-34459,2022-06-01 18:07,359,원남동사거리,5,923.07
SPB-35307,2022-06-01 18:07,440,하늘공원 입구,11,1085.02
SPB-61569,2022-06-01 18:07,912,응암오거리,17,2860
SPB-34860,2022-06-01 18:07,148,용강동 주민센터 앞,10,997.37
SPB-52793,2022-06-01 18:07,498,연남동주민센터 앞,45,5274.38
SPB-38986,2022-06-01 18:08,353,재동초교 앞 삼거리,18,1521.69
SPB-58862,2022-06-01 18:08,472,삼일교(시그니쳐 타워),64,4340
SPB-33373,2022-06-01 18:08,363,신설동역 11번출구 뒤,41,4516.48
SPB-51990,2022-06-01 18:08,431,청계천 영도교,38,4080
SPB-57798,2022-06-01 18:08,912,응암오거리,16,3140
SPB-57133,2022-06-01 18:08,912,응암오거리,17,3010
SPB-82373,2022-06-01 18:08,420,서울시 공공자전거 상암센터,48,1861.47
SPB-37475,2022-06-01 18:08,395,경희궁 자이 2단지,20,2727.34
SPB-52901,2022-06-01 18:08,498,연남동주민센터 앞,43,5190
SPB-50711,2022-06-01 18:08,488,푸르메병원,12,860
SPB-34865,2022-06-01 18:08,488,푸르메병원,12,981.09
SPB-50851,2022-06-01 18:09,324,신세계백화점 본점 앞,21,2030
SPB-48526,2022-06-01 18:09,389,을지로4가역 1번출구,70,4740
SPB-31860,2022-06-01 18:09,815,LIG강촌아파트 103동앞,84,14376.46
SPB-48312,2022-06-01 18:09,815,LIG강촌아파트 103동앞,84,13760
SPB-80983,2022-06-01 18:09,346,맥스타일 앞,11,1040
SPB-38719,2022-06-01 18:09,338,세운스퀘어 앞,11,1848.12
SPB-32246,2022-06-01 18:09,502,뚝섬유원지역 1번출구 앞,16,862.53
SPB-49447,2022-06-01 18:10,324,신세계백화점 본점 앞,20,2080
SPB-59427,2022-06-01 18:10,302,경복궁역 4번출구 뒤,5,570
SPB-62932,2022-06-01 18:10,341,혜화역 3번출구 뒤,28,560
SPB-35055,2022-06-01 18:10,476,광희문,9,1341.49
SPB-33790,2022-06-01 18:10,144,공덕역 8번출구,9,1263.04
SPB-52498,2022-06-01 18:11,334,종로3가역 2번출구 뒤,4,820
SPB-59217,2022-06-01 18:11,202,국민일보 앞,53,7740
SPB-48579,2022-06-01 18:11,429,송도병원,9,1260
SPB-49525,2022-06-01 18:11,429,송도병원,9,1352.13
SPB-47987,2022-06-01 18:11,474,동대문역사문화공원역 1번출구 뒤편,72,3950
SPB-63457,2022-06-01 18:11,419,홈플러스 앞,113,4590
SPB-83579,2022-06-01 18:11,420,서울시 공공자전거 상암센터,53,1449.83
SPB-60038,2022-06-01 18:11,387,훈련원공원주차장 앞,13,1870
SPB-51542,2022-06-01 18:11,387,훈련원공원주차장 앞,13,1862.57
SPB-51553,2022-06-01 18:11,146,마포역 2번출구 뒤,58,9640
SPB-50318,2022-06-01 18:11,358,성대입구 사거리,64,2987.12
SPB-53316,2022-06-01 18:11,308,광화문 S타워 앞,79,4435.6
SPB-52606,2022-06-01 18:12,452,동대문 종합시장 버스정류장,32,4081.62
SPB-61523,2022-06-01 18:12,433,을지로입구역 2번출구,9,1795.36
SPB-52475,2022-06-01 18:12,337,창경궁 입구,11,1492.77
SPB-35754,2022-06-01 18:12,337,창경궁 입구,11,1671.94
SPB-53732,2022-06-01 18:12,401,상암월드컵파크 10단지 앞,9,950
SPB-31388,2022-06-01 18:12,401,상암월드컵파크 10단지 앞,9,926.58
SPB-37972,2022-06-01 18:12,401,상암월드컵파크 10단지 앞,9,955.95
SPB-38387,2022-06-01 18:12,420,서울시 공공자전거 상암센터,58,2817.83
SPB-43121,2022-06-01 18:12,476,광희문,22,2523.94
SPB-54471,2022-06-01 18:12,207,여의나루역 1번출구 앞,15,2532.47
SPB-44376,2022-06-01 18:13,461,서울지방경찰청,33,3261.75
SPB-56136,2022-06-01 18:13,385,종각역 5번출구,25,2200
SPB-53445,2022-06-01 18:13,329,청계2가 사거리 옆,20,430
SPB-46086,2022-06-01 18:13,228,선유도역 3번출구 앞,43,7580
SPB-51545,2022-06-01 18:14,449,일성아파트,26,5965.79
SPB-58489,2022-06-01 18:14,329,청계2가 사거리 옆,2,0
SPB-62172,2022-06-01 18:14,385,종각역 5번출구,25,2400
SPB-57184,2022-06-01 18:14,474,동대문역사문화공원역 1번출구 뒤편,69,3930
SPB-42071,2022-06-01 18:14,907,CJ 드림시티,30,3778.25
SPB-53832,2022-06-01 18:14,391,시립미술관,5,856.92
SPB-59974,2022-06-01 18:14,391,시립미술관,5,870
SPB-61487,2022-06-01 18:15,307,서울역사박물관 앞,1,580
SPB-39608,2022-06-01 18:15,646,장한평역 1번출구,42,7030.84
SPB-48906,2022-06-01 18:15,383,신당역 12번 출구 뒤,14,760
SPB-80299,2022-06-01 18:15,144,공덕역 8번출구,118,7850
SPB-34459,2022-06-01 18:15,358,성대입구 사거리,13,1902.87
SPB-54512,2022-06-01 18:15,348,독립문역 사거리,4,1090
SPB-32809,2022-06-01 18:16,314,국립현대미술관,5,856.56
SPB-58489,2022-06-01 18:16,329,청계2가 사거리 옆,53,4705.82
SPB-55965,2022-06-01 18:16,837,한남나들목 입구,67,7330
SPB-48763,2022-06-01 18:16,430,KEB하나은행 장충동지점,7,590
SPB-58621,2022-06-01 18:16,858,녹사평역3번 출구,52,5320
SPB-46414,2022-06-01 18:16,858,녹사평역3번 출구,53,5176.7
SPB-59410,2022-06-01 18:17,385,종각역 5번출구,54,1920
SPB-40875,2022-06-01 18:17,329,청계2가 사거리 옆,54,5141.57
SPB-58736,2022-06-01 18:17,210,IFC몰,66,8610
SPB-42338,2022-06-01 18:17,301,경복궁역 7번출구 앞,26,1667.67
SPB-81586,2022-06-01 18:17,419,홈플러스 앞,4,370
SPB-42494,2022-06-01 18:17,419,홈플러스 앞,42,7894.33
SPB-82667,2022-06-01 18:17,144,공덕역 8번출구,114,11100
SPB-80842,2022-06-01 18:17,439,마포어린이공원,53,5900
SPB-59074,2022-06-01 18:17,207,여의나루역 1번출구 앞,62,6560
SPB-30419,2022-06-01 18:17,207,여의나루역 1번출구 앞,62,7092.27
SPB-56628,2022-06-01 18:17,430,KEB하나은행 장충동지점,6,610
SPB-62707,2022-06-01 18:18,207,여의나루역 1번출구 앞,55,5800
SPB-35070,2022-06-01 18:18,334,종로3가역 2번출구 뒤,29,2760.36
SPB-45916,2022-06-01 18:18,137,신촌기차역입구 교차로,5,948.34
SPB-30229,2022-06-01 18:18,426,서울신용보증재단,57,5809.93
SPB-54147,2022-06-01 18:18,207,여의나루역 1번출구 앞,61,8365.65
SPB-38345,2022-06-01 18:18,207,여의나루역 1번출구 앞,62,7281.81
SPB-59776,2022-06-01 18:18,153,성산2교 사거리,55,7320
SPB-32238,2022-06-01 18:18,592,건국대학교 학생회관,5,779.85
SPB-43812,2022-06-01 18:19,398,을지로3가역 3번출구,25,2724.7
SPB-30587,2022-06-01 18:19,398,을지로3가역 3번출구,57,2651.32
SPB-54987,2022-06-01 18:19,659,제기역1번출구,8,1560
SPB-59427,2022-06-01 18:19,303,광화문역 1번출구 앞,25,7500
SPB-82123,2022-06-01 18:19,186,월드컵공원,22,2260
SPB-48617,2022-06-01 18:19,207,여의나루역 1번출구 앞,60,6640
SPB-57276,2022-06-01 18:19,207,여의나루역 1번출구 앞,60,6630
SPB-59554,2022-06-01 18:20,349,사직동주민센터,10,1200
SPB-48114,2022-06-01 18:20,332,을지로2가 사거리 남측,15,1730
SPB-54177,2022-06-01 18:20,387,훈련원공원주차장 앞,7,1130
SPB-36100,2022-06-01 18:20,409,누리꿈스퀘어 옆,16,1740.89
SPB-52133,2022-06-01 18:20,458,광화문역 5번출구,21,3550
SPB-35020,2022-06-01 18:20,207,여의나루역 1번출구 앞,59,7132.25
SPB-31083,2022-06-01 18:20,356,KT혜화지사 앞,31,3277.39
SPB-47886,2022-06-01 18:20,395,경희궁 자이 2단지,23,3470
SPB-47206,2022-06-01 18:21,202,국민일보 앞,44,4550
SPB-33297,2022-06-01 18:21,202,국민일보 앞,43,5352.86
SPB-51324,2022-06-01 18:21,416,상암월드컵파크 1단지 교차로,11,1858.25
SPB-51109,2022-06-01 18:21,488,푸르메병원,16,2951.83
SPB-61009,2022-06-01 18:22,464,삼청동 골목,4,570
SPB-82026,2022-06-01 18:22,458,광화문역 5번출구,12,1570
SPB-62943,2022-06-01 18:22,353,재동초교 앞 삼거리,9,1020
SPB-49536,2022-06-01 18:22,453,종로오가 지하쇼핑센터 14번출구,45,3324.39
SPB-38719,2022-06-01 18:22,433,을지로입구역 2번출구,18,3573.99
SPB-46339,2022-06-01 18:22,383,신당역 12번 출구 뒤,3,870.46
SPB-48557,2022-06-01 18:22,431,청계천 영도교,6,870
SPB-62736,2022-06-01 18:22,413,상암월드컵파크 3단지 후문,33,2275.06
SPB-45461,2022-06-01 18:22,420,서울시 공공자전거 상암센터,179,12230.31
SPB-31079,2022-06-01 18:22,849,삼각지 자이아파트,51,5972.13
SPB-51636,2022-06-01 18:22,849,삼각지 자이아파트,50,5650
SPB-53751,2022-06-01 18:22,469,회현역 1번출구,8,780
SPB-61385,2022-06-01 18:22,119,서강나루 공원,17,1776.93
SPB-54377,2022-06-01 18:23,491,월드컵파크 4단지,74,2900
SPB-31399,2022-06-01 18:23,418,월드컵경기장역 3번출구 옆,46,3082.61
SPB-43501,2022-06-01 18:23,419,홈플러스 앞,38,1851.69
SPB-52180,2022-06-01 18:23,492,성산시영아파트 후문,64,8809.44
SPB-61068,2022-06-01 18:24,450,효자동 삼거리,27,2280
SPB-48859,2022-06-01 18:24,329,청계2가 사거리 옆,26,2750
SPB-61924,2022-06-01 18:24,316,종각역 1번출구 앞,13,2560
SPB-46320,2022-06-01 18:24,199,서울 월드컵 경기장,8,500
SPB-39252,2022-06-01 18:24,108,서교동 사거리,17,2832.99
SPB-59999,2022-06-01 18:24,116,일진아이윌아파트 옆,50,5590
SPB-82210,2022-06-01 18:25,450,효자동 삼거리,27,3340
SPB-41954,2022-06-01 18:25,557,도선동 주민센터 앞,11,1261.3
SPB-41248,2022-06-01 18:25,659,제기역1번출구,14,2351.65
SPB-52046,2022-06-01 18:25,116,일진아이윌아파트 옆,48,5832.49
SPB-83538,2022-06-01 18:25,475,DDP 패션몰,38,1210
SPB-62340,2022-06-01 18:25,488,푸르메병원,6,848.21
SPB-82452,2022-06-01 18:26,450,효자동 삼거리,26,2870
SPB-46301,2022-06-01 18:26,318,광교사거리 남측,28,3650
SPB-59366,2022-06-01 18:26,341,혜화역 3번출구 뒤,10,1410
SPB-32980,2022-06-01 18:26,393,동대문역 8번 출구,35,3734.24
SPB-56245,2022-06-01 18:26,419,홈플러스 앞,2,480
SPB-80234,2022-06-01 18:26,199,서울 월드컵 경기장,6,660
SPB-36801,2022-06-01 18:26,530,청계벽산아파트 앞,27,4516.93
SPB-59408,2022-06-01 18:27,329,청계2가 사거리 옆,23,2730
SPB-40088,2022-06-01 18:27,409,누리꿈스퀘어 옆,9,1214.28
SPB-80093,2022-06-01 18:27,420,서울시 공공자전거 상암센터,11,800
SPB-36883,2022-06-01 18:27,199,서울 월드컵 경기장,5,480.67
SPB-84241,2022-06-01 18:27,431,청계천 영도교,2,10
SPB-40741,2022-06-01 18:27,914,새절역 2번출구,55,9698.4
SPB-51399,2022-06-01 18:27,492,성산시영아파트 후문,39,4512.61
SPB-35682,2022-06-01 18:28,529,장한평역 8번 출구 앞,39,5985.66
SPB-51872,2022-06-01 18:28,414,상암동주민센터 옆,27,4170
SPB-82968,2022-06-01 18:28,420,서울시 공공자전거 상암센터,59,7540
SPB-38227,2022-06-01 18:28,347,동대문역사문화공원역 9번출구 앞,8,736.19
SPB-56734,2022-06-01 18:28,342,대학로 마로니에공원,32,3160
SPB-60905,2022-06-01 18:29,334,종로3가역 2번출구 뒤,8,1560
SPB-80931,2022-06-01 18:29,420,서울시 공공자전거 상암센터,10,720
SPB-48317,2022-06-01 18:29,379,서울역9번출구,15,1630
SPB-35381,2022-06-01 18:30,302,경복궁역 4번출구 뒤,24,1922.33
SPB-32415,2022-06-01 18:30,302,경복궁역 4번출구 뒤,24,2227.26
SPB-34025,2022-06-01 18:30,431,청계천 영도교,20,1268.68
SPB-51677,2022-06-01 18:30,473,을지로4가역 9번출구,13,1871.29
SPB-48045,2022-06-01 18:31,420,서울시 공공자전거 상암센터,53,4670
SPB-58142,2022-06-01 18:31,379,서울역9번출구,10,1693.38
SPB-35815,2022-06-01 18:31,125,서강대 남문 옆,115,9976.73
SPB-61300,2022-06-01 18:32,303,광화문역 1번출구 앞,8,940
SPB-51542,2022-06-01 18:32,431,청계천 영도교,19,1249.59
SPB-40203,2022-06-01 18:32,413,상암월드컵파크 3단지 후문,14,2013.48
SPB-50884,2022-06-01 18:32,157,애오개역 4번출구 앞,15,1618.24
SPB-57841,2022-06-01 18:33,210,IFC몰,56,7203.32
SPB-48365,2022-06-01 18:33,594,중랑물재생센터(서울새활용플라자),34,5406.66
SPB-63343,2022-06-01 18:33,461,서울지방경찰청,36,2710
SPB-35703,2022-06-01 18:33,363,신설동역 11번출구 뒤,1,461.48
SPB-52602,2022-06-01 18:34,310,청계광장 옆,32,143.31
SPB-54512,2022-06-01 18:34,461,서울지방경찰청,35,2690
SPB-56461,2022-06-01 18:34,449,일성아파트,16,1700
SPB-42134,2022-06-01 18:35,342,대학로 마로니에공원,41,1537.61
SPB-49495,2022-06-01 18:35,334,종로3가역 2번출구 뒤,16,3000
SPB-53785,2022-06-01 18:35,334,종로3가역 2번출구 뒤,16,2892.66
SPB-37202,2022-06-01 18:35,314,국립현대미술관,39,4650.07
SPB-53312,2022-06-01 18:35,420,서울시 공공자전거 상암센터,57,8390
SPB-56707,2022-06-01 18:35,248,초원아파트 앞,50,7010
SPB-61009,2022-06-01 18:36,314,국립현대미술관,5,900
SPB-32221,2022-06-01 18:36,420,서울시 공공자전거 상암센터,56,8705.88
SPB-84615,2022-06-01 18:37,558,성동광진 교육지원청 앞,48,6060
SPB-44340,2022-06-01 18:37,870,노들섬 서측 앞,40,3356.51
SPB-59646,2022-06-01 18:37,870,노들섬 서측 앞,40,3130
SPB-55341,2022-06-01 18:37,248,초원아파트 앞,48,6868.27
SPB-50630,2022-06-01 18:37,248,초원아파트 앞,48,6854.24
SPB-46596,2022-06-01 18:38,370,시청역(2호선) 9번출구 뒤,16,1750
SPB-80362,2022-06-01 18:38,454,종로2가 버스정류장 (종각방향),1,160
SPB-80564,2022-06-01 18:38,346,맥스타일 앞,28,2090
SPB-82813,2022-06-01 18:38,346,맥스타일 앞,29,2050
SPB-33166,2022-06-01 18:39,558,성동광진 교육지원청 앞,46,4869.77
SPB-30771,2022-06-01 18:39,401,상암월드컵파크 10단지 앞,91,16076.79
SPB-35826,2022-06-01 18:39,402,상암월드컵파크 9단지 앞,23,1220.18
SPB-54288,2022-06-01 18:39,985,은평세무서 버스정류장(은평구청 방면),39,4540
SPB-31487,2022-06-01 18:39,846,용산중학교,14,2029.12
SPB-52284,2022-06-01 18:39,351,청운초교 앞 삼거리,13,2149.05
SPB-48763,2022-06-01 18:39,474,동대문역사문화공원역 1번출구 뒤편,14,3110
SPB-62172,2022-06-01 18:40,349,사직동주민센터,6,1430
SPB-54457,2022-06-01 18:40,389,을지로4가역 1번출구,26,2940.83
SPB-56385,2022-06-01 18:40,568,청계8가사거리 부근,9,1450
SPB-50384,2022-06-01 18:40,191,서우빌딩,9,1768.35
SPB-50525,2022-06-01 18:40,133,해담는다리,10,2336.37
SPB-56136,2022-06-01 18:40,349,사직동주민센터,10,2290
SPB-56886,2022-06-01 18:40,147,마포역 4번출구 뒤,80,1040
SPB-53419,2022-06-01 18:41,362,청계8가 사거리,27,4330
SPB-30788,2022-06-01 18:41,441,염천교사거리,8,939.53
SPB-60395,2022-06-01 18:41,985,은평세무서 버스정류장(은평구청 방면),37,4680
SPB-40431,2022-06-01 18:41,458,광화문역 5번출구,16,3192.56
SPB-40357,2022-06-01 18:41,471,회현사거리 남측,9,749.09
SPB-56680,2022-06-01 18:41,148,용강동 주민센터 앞,22,2990
SPB-55748,2022-06-01 18:42,347,동대문역사문화공원역 9번출구 앞,14,2040
SPB-51109,2022-06-01 18:42,420,서울시 공공자전거 상암센터,94,13828.04
SPB-41549,2022-06-01 18:42,420,서울시 공공자전거 상암센터,93,11646.75
SPB-56245,2022-06-01 18:42,419,홈플러스 앞,3,470
SPB-81693,2022-06-01 18:42,337,창경궁 입구,44,5210
SPB-39277,2022-06-01 18:43,359,원남동사거리,6,861.58
SPB-43482,2022-06-01 18:43,474,동대문역사문화공원역 1번출구 뒤편,16,950.13
SPB-31535,2022-06-01 18:43,565,옥수역 3번출구,126,17907.13
SPB-50029,2022-06-01 18:43,972,수색역,14,2001.47
SPB-41242,2022-06-01 18:43,439,마포어린이공원,32,4306.37
SPB-31615,2022-06-01 18:43,337,창경궁 입구,43,4524.56
SPB-50281,2022-06-01 18:43,487,신석초교앞 교차로 교통섬,25,1043.04
SPB-81672,2022-06-01 18:43,122,신성기사식당 앞,9,1230
